Time of Arrival: 3.07732 ns
Time of Arrival: 3.07732 ns
Time of Arrival: 3.07482 ns
Time of Arrival: 3.07754 ns
Time of Arrival: 3.07189 ns
Time of Arrival: 3.07576 ns
Time of Arrival: 3.07251 ns
Time of Arrival: 3.08238 ns
Time of Arrival: 3.07295 ns
Time of Arrival: 3.07822 ns
Time of Arrival: 3.07573 ns
Time of Arrival: 3.07142 ns
Time of Arrival: 3.07504 ns
Time of Arrival: 3.07712 ns
Time of Arrival: 3.08016 ns
Time of Arrival: 3.07602 ns
Time of Arrival: 3.07267 ns
Time of Arrival: 3.07597 ns
Time of Arrival: 3.07158 ns
Time of Arrival: 3.07338 ns
Time of Arrival: 3.07114 ns
Time of Arrival: 3.07472 ns
Time of Arrival: 3.07587 ns
Time of Arrival: 3.07691 ns
Time of Arrival: 3.07287 ns
Time of Arrival: 3.07435 ns
Time of Arrival: 3.07199 ns
Time of Arrival: 3.07523 ns
Time of Arrival: 3.07543 ns
Time of Arrival: 3.07568 ns
Time of Arrival: 3.07395 ns
Time of Arrival: 3.07126 ns
Time of Arrival: 3.0731 ns
Time of Arrival: 3.07532 ns
Time of Arrival: 3.07647 ns
Time of Arrival: 3.0791 ns
Time of Arrival: 3.08025 ns
Time of Arrival: 3.07864 ns
Time of Arrival: 3.07687 ns
Time of Arrival: 3.07286 ns
Time of Arrival: 3.07212 ns
Time of Arrival: 3.0745 ns
Time of Arrival: 3.07369 ns
Time of Arrival: 3.07835 ns
Time of Arrival: 3.07259 ns
Time of Arrival: 3.07172 ns
Time of Arrival: 3.07328 ns
Time of Arrival: 3.0816 ns
Time of Arrival: 3.0733 ns
Time of Arrival: 3.07728 ns
Time of Arrival: 3.07458 ns
Time of Arrival: 3.0774 ns
Time of Arrival: 3.07806 ns
Time of Arrival: 3.07807 ns
Time of Arrival: 3.07347 ns
Time of Arrival: 3.07777 ns
Time of Arrival: 3.07172 ns
Time of Arrival: 3.07502 ns
Time of Arrival: 3.07165 ns
Time of Arrival: 3.07994 ns
Time of Arrival: 3.07549 ns
Time of Arrival: 3.07792 ns
Time of Arrival: 3.0779 ns
Time of Arrival: 3.07209 ns
Time of Arrival: 3.07228 ns
Time of Arrival: 3.07492 ns
Time of Arrival: 3.07313 ns
Time of Arrival: 3.0713 ns
Time of Arrival: 3.07899 ns
Time of Arrival: 3.07398 ns
Time of Arrival: 3.07161 ns
Time of Arrival: 3.07679 ns
Time of Arrival: 3.0712 ns
Time of Arrival: 3.0757 ns
Time of Arrival: 3.07813 ns
Time of Arrival: 3.08351 ns
Time of Arrival: 3.07813 ns
Time of Arrival: 3.07726 ns
Time of Arrival: 3.07336 ns
Time of Arrival: 3.07432 ns
Time of Arrival: 3.07709 ns
Time of Arrival: 3.07989 ns
Time of Arrival: 3.07513 ns
Time of Arrival: 3.07982 ns
Time of Arrival: 3.07684 ns
Time of Arrival: 3.07186 ns
Time of Arrival: 3.07868 ns
Time of Arrival: 3.07236 ns
Time of Arrival: 3.08073 ns
Time of Arrival: 3.07297 ns
Time of Arrival: 3.074 ns
Time of Arrival: 3.07617 ns
Time of Arrival: 3.07258 ns
Time of Arrival: 3.07803 ns
Time of Arrival: 3.07385 ns
Time of Arrival: 3.07409 ns
Time of Arrival: 3.08116 ns
Time of Arrival: 3.07777 ns
Time of Arrival: 3.07414 ns
Time of Arrival: 3.0796 ns
Time of Arrival: 3.08067 ns
Time of Arrival: 3.07362 ns
Time of Arrival: 3.0714 ns
Time of Arrival: 3.07897 ns
Time of Arrival: 3.0756 ns
Time of Arrival: 3.07873 ns
Time of Arrival: 3.07635 ns
Time of Arrival: 3.07814 ns
Time of Arrival: 3.07261 ns
Time of Arrival: 3.07545 ns
Time of Arrival: 3.07332 ns
Time of Arrival: 3.07115 ns
Time of Arrival: 3.07577 ns
Time of Arrival: 3.07268 ns
Time of Arrival: 3.07165 ns
Time of Arrival: 3.07657 ns
Time of Arrival: 3.07634 ns
Time of Arrival: 3.07418 ns
Time of Arrival: 3.07787 ns
Time of Arrival: 3.07645 ns
Time of Arrival: 3.07224 ns
Time of Arrival: 3.07289 ns
Time of Arrival: 3.07301 ns
Time of Arrival: 3.073 ns
Time of Arrival: 3.07972 ns
Time of Arrival: 3.07135 ns
Time of Arrival: 3.07454 ns
Time of Arrival: 3.07179 ns
Time of Arrival: 3.07486 ns
Time of Arrival: 3.07736 ns
Time of Arrival: 3.0783 ns
Time of Arrival: 3.07303 ns
Time of Arrival: 3.0723 ns
Time of Arrival: 3.07668 ns
Time of Arrival: 3.076 ns
Time of Arrival: 3.08024 ns
Time of Arrival: 3.07717 ns
Time of Arrival: 3.07433 ns
Time of Arrival: 3.07732 ns
Time of Arrival: 3.07482 ns
Time of Arrival: 3.07754 ns
Time of Arrival: 3.07189 ns
Time of Arrival: 3.07576 ns
Time of Arrival: 3.07251 ns
Time of Arrival: 3.08238 ns
Time of Arrival: 3.07295 ns
Time of Arrival: 3.07822 ns
Time of Arrival: 3.07573 ns
Time of Arrival: 3.07142 ns
Time of Arrival: 3.07504 ns
Time of Arrival: 3.07712 ns
Time of Arrival: 3.08016 ns
Time of Arrival: 3.07602 ns
Time of Arrival: 3.07267 ns
Time of Arrival: 3.07597 ns
Time of Arrival: 3.07158 ns
